mag,GTDB-tk_domain,GTDB-tk_phylum,GTDB-tk_class,GTDB-tk_order,GTDB-tk_family,GTDB-tk_genus,GTDB-tk_species,CHECKM_completeness,CHECKM_contamination,max.growth,max.growth.minmedia,minmedia.n.mets,C.total,num.minmedia.C.mets,growth.yield,rk.index,rk.strategy,doubling.time.minmedia
3300027937_1,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,98.81,2.98,33.49874764,6.987132266,14,13.5245107,5,516.6273604,4.256446371,K-strategist,0.333591577
3300027835_98,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeaceae,UBA10205,Unclassified UBA10205,78.04,0.93,48.02608608,16.55647072,15,58.57574883,6,282.6506028,4.448368932,K-strategist,0.241900509
3300028601_62,Archaea,Halobacterota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Unclassified Methanosarcinaceae,Unclassified Methanosarcinaceae,89.87,3.92,28.95057561,6.840909512,27,6.9231782,13,988.1169189,4.943865534,K-strategist,0.336584627
3300026762_2,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Unclassified Sulfolobales,Unclassified Sulfolobales,Unclassified Sulfolobales,96.43,0.89,24.45890921,12.88149897,25,85.75538078,16,150.2121366,4.490791409,K-strategist,0.263498261
3300028272_6,Archaea,Halobacterota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Unclassified Methanothrix,93.42,4.61,16.52942492,5.410698228,30,15.38044968,20,351.7906396,4.580567588,K-strategist,0.373067302
3300027863_228,Archaea,Crenarchaeota,Bathyarchaeia,40CM-2-53-6,RBG-13-38-9,Unclassified RBG-13-38-9,Unclassified RBG-13-38-9,77.01,0.0,33.47326385,14.48603824,14,14.93919543,5,969.66656,4.84654205,K-strategist,0.252979069
3300005275_21,Archaea,Aenigmarchaeota,Aenigmarchaeia,CG10238-14,EX4484-224,Unclassified EX4484-224,Unclassified EX4484-224,77.57,0.0,20.37974093,10.47731826,13,15.5784291,4,672.552938,4.450036602,K-strategist,0.284033321
CTOTU2,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotalea,Unclassified Nitrosotalea,52.88,0.0,35.98976638,10.38050555,16,9.0448586,6,1147.669191,4.854186478,K-strategist,0.285022679
CTOTU11809,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,UBA8516,Unclassified UBA8516,91.82,3.64,39.23633166,25.03404695,14,78.52411646,4,318.807114,4.504119058,K-strategist,0.212660637
CTOTU19684,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix soehngenii,96.71,2.94,49.03144306,11.44814907,13,34.21212243,4,334.6225917,4.185350526,K-strategist,0.274886934
CTOTU34850,Archaea,Thermoplasmatota,Thermoplasmata,Unclassified Thermoplasmata,Unclassified Thermoplasmata,Unclassified Thermoplasmata,Unclassified Thermoplasmata,97.16,0.3,50.47408669,36.31798215,15,267.2043815,4,135.9183632,4.295459838,K-strategist,0.191504879
CTOTU35361,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,Altiarchaeum,Altiarchaeum hamiconexum,85.24,0.1,30.23075795,13.992563,12,18.4884428,3,756.8275572,4.502015463,K-strategist,0.256004907
CTOTU35469,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,CG10238-14,CG10238-14,CG10238-14,CG10238-14 sp002789635,90.97,2.8,46.65565355,9.940273143,33,17.77756583,20,559.1470306,5.045954337,K-strategist,0.289722652
CTOTU3676,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,UBA12030,UBA12030,UBA12030 sp10106u,59.32,1.12,16.456381,7.409696661,32,12.56630987,21,589.6477754,4.962612388,K-strategist,0.325515136
CTOTU2998,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA9642,UBA9642,UBA9642 sp12459u,95.43,1.21,49.55810824,22.05384401,31,70.90637769,22,311.0276498,5.178705978,K-strategist,0.220899992
CTOTU40485,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,RumEn-M2,RumEn-M2 sp001421175,61.1,0.0,33.08575265,18.85823245,15,19.32409362,6,975.8922112,5.043054087,K-strategist,0.231928948
CTOTU16100,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp001512965,100.0,0.0,52.58339042,6.172260005,30,8.63306182,19,714.9560763,4.923477175,K-strategist,0.351811928
3300012263_14,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,Unclassified Nanosalinaceae,Unclassified Nanosalinaceae,50.16,0.0,20.97815471,9.970975019,14,35.04995376,5,284.4789778,4.151757811,K-strategist,0.289383684
3300011170_2,Archaea,Halobacterota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum lacusprofundi,88.4,0.76,34.09409592,5.864817482,17,9.331127567,5,628.5218415,4.26554488,K-strategist,0.359813008
3300020193_75,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,UBA73,ARS50,Unclassified ARS50,57.63,0.0,41.30642951,37.56138281,12,114.0108781,4,329.454377,4.694596845,K-strategist,0.189786276
3300022470_42,Archaea,Nanoarchaeota,Nanoarchaeia,Unclassified Nanoarchaeia,Unclassified Nanoarchaeia,Unclassified Nanoarchaeia,Unclassified Nanoarchaeia,57.97,0.0,25.51733776,17.75792938,32,41.69196573,21,425.9316891,5.200951572,K-strategist,0.236438554
3300020328_23,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,UBA8886,UBA8886 sp002731905,63.2,0.0,26.29579152,12.95583569,20,35.89073659,12,360.9799329,4.749129737,K-strategist,0.262964366
3300027853_15,Archaea,Thermoplasmatota,Thermoplasmata,UBA184,UBA184,Unclassified UBA184,Unclassified UBA184,60.58,0.0,44.25315401,18.84188646,21,27.82600158,12,677.1323722,5.184979205,K-strategist,0.231992871
3300029890_16,Archaea,Altiarchaeota,Altiarchaeia,GCA-002841105,GCA-002841105,GCA-002841105,GCA-002841105 sp002841105,60.9,2.18,42.2601163,20.02134918,23,85.62210032,11,233.8338946,4.711793488,K-strategist,0.227594289
CTOTU2829,Archaea,Nanoarchaeota,Nanoarchaeia,UBA10117,UBA10117,JAGVWH01,JAGVWH01 sp018304365,66.98,0.0,17.19992763,15.79120926,18,45.69766455,9,345.5583435,4.691179282,K-strategist,0.245722329
CTOTU11553,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA11716,UBA11716,UBA11716 sp9638u,62.31,0.31,34.97162895,21.93769724,14,121.2232467,5,180.9693919,4.29776617,K-strategist,0.221256136
CTOTU17856,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,UBA9949,UBA9949 sp016699325,96.13,1.94,34.59424047,8.715127279,14,19.13263968,5,455.5109711,4.29774258,K-strategist,0.304856402
CTOTU21899,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Fen-7,Unclassified Fen-7,77.19,0.0,29.49000356,13.21213464,35,53.4229623,23,247.3119063,4.875945852,K-strategist,0.261161292
CTOTU25632,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,0-14-0-80-44-23,0-14-0-80-44-23,0-14-0-80-44-23 sp002779235,55.53,0.29,16.75788683,14.78112502,13,40.358505,4,366.2456034,4.335539902,K-strategist,0.251248191
CTOTU25704,Archaea,Thermoproteota,Bathyarchaeia,B24,B24,DTBU01,DTBU01 sp011361905,61.57,0.47,22.33522491,14.82341626,13,16.04914828,4,923.6263511,4.738504611,K-strategist,0.251004696
CTOTU39749,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp002508705,95.4,0.33,37.82692773,24.46181418,16,248.2238756,7,98.5473864,4.227231814,K-strategist,0.214120689
CTOTU34148,Archaea,Huberarchaeota,Huberarchaeia,Huberarchaeales,Huberarchaeaceae,Huberarchaeum,Huberarchaeum crystalense,72.85,1.12,31.97433305,9.39950777,36,27.3411461,26,343.7861652,4.924366855,K-strategist,0.295994309
CTOTU40358,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp002504525,96.07,0.0,15.30045646,12.24488403,31,51.0945599,21,239.6514239,4.789753985,K-strategist,0.268286163
CTOTU41409,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,UBA10452,UBA10452 sp002501855,72.18,2.02,43.70565307,19.88509036,25,268.6660142,14,74.0141637,4.313970441,K-strategist,0.228081302
