mag,GTDB-tk_domain,GTDB-tk_phylum,GTDB-tk_class,GTDB-tk_order,GTDB-tk_family,GTDB-tk_genus,GTDB-tk_species,CHECKM_completeness,CHECKM_contamination,max.growth,max.growth.minmedia,minmedia.n.mets,C.total,num.minmedia.C.mets,growth.yield,rk.index,rk.strategy,doubling.time.minmedia
3300011986_37,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,Unclassified TM7x,62.04,0.0,24.40047819,13.04160089,28,38.22311717,16,341.1966857,4.852455692,K-strategist,0.26235457
3300008058_6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter splanchnicus,97.85,0.0,65.76882333,24.8030682,14,21.21624401,4,1169.060282,5.064402305,K-strategist,0.213243681
3300010277_36,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Unclassified Oscillospiraceae,Unclassified Oscillospiraceae,97.52,1.01,39.82107621,18.29532874,11,42.17526895,2,433.7928174,4.20065257,K-strategist,0.234182181
3300005286_59,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Unclassified Terrimicrobiaceae,Unclassified Terrimicrobiaceae,60.51,1.35,45.5168311,15.10257282,33,45.31471003,22,333.2819037,5.044285353,K-strategist,0.249425118
3300009095_93,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA2791,Unclassified UBA2791,86.44,3.45,77.04482337,24.5919208,14,227.2649424,5,108.208158,4.12402246,K-strategist,0.213784092
3300012880_4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp003312915,99.29,0.01,52.46982378,17.30870299,29,14.54390298,19,1190.100278,5.592601683,K-strategist,0.238409843
3300013122_19,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,UBA5619,UBA5619,Unclassified UBA5619,73.32,1.29,32.57575514,13.26528334,21,54.13948566,12,245.0204906,4.591100182,K-strategist,0.260794513
3300005330_12,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Unclassified Myxococcaceae,Unclassified Myxococcaceae,96.77,1.68,34.08871737,16.16232291,15,65.42574517,4,247.0330735,4.203318872,K-strategist,0.243832683
3300012952_18,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas sp000682775,75.16,0.32,49.81880486,24.04160806,27,60.18652367,18,399.451681,5.237700271,K-strategist,0.215227088
3300009769_12,Bacteria,Myxococcota,UBA9042,UBA9042,Unclassified UBA9042,Unclassified UBA9042,Unclassified UBA9042,86.27,0.0,38.54484217,11.77834356,34,19.1618444,23,614.6769235,5.221458963,K-strategist,0.272062284
3300011832_4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea dispersa,75.86,0.86,75.49748058,28.97526464,17,34.65028721,6,836.2200424,5.162499234,K-strategist,0.203844483
3300002821_11,Bacteria,Desulfuromonadota,Desulfuromonadia,Geobacterales,Geobacteraceae,UBA4078,UBA4078 sp002419385,78.94,3.6,64.32826364,16.33548814,19,59.6672889,9,273.7762758,4.604770438,K-strategist,0.242974599
3300009770_38,Bacteria,Chloroflexota,Anaerolineae,UBA1429,Unclassified UBA1429,Unclassified UBA1429,Unclassified UBA1429,75.66,0.0,37.11902442,13.60558048,29,125.5350116,17,108.3807641,4.399118206,K-strategist,0.258501615
3300013128_86,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Unclassified Caldisericaceae,Unclassified Caldisericaceae,71.43,0.0,51.0694405,12.86183168,23,94.26961178,12,136.4366675,4.323415171,K-strategist,0.263640357
3300001835_22,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,Bin127,UBA9455,UBA9455 sp002313245,96.7,1.98,49.24443403,18.65563661,33,16.37338,22,1139.388239,5.669904487,K-strategist,0.232727479
3300010268_38,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,DTU053,DTU053 sp001512765,76.73,1.17,43.61388601,7.802817561,34,58.04093278,23,134.4364604,4.382496358,K-strategist,0.318677832
3300012888_10,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Unclassified Hymenobacter,86.22,1.49,62.8798841,38.99972116,26,1707.015322,16,22.84673175,4.154005567,K-strategist,0.18790218
3300008726_2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,69.55,3.53,53.59471415,22.20428551,25,56.12706571,15,395.607453,5.119792527,K-strategist,0.220443033
3300014205_29,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UKL13-3,Unclassified UKL13-3,Unclassified UKL13-3,99.52,0.0,45.75221681,12.16950872,14,43.72502688,4,278.3190677,4.131875998,K-strategist,0.268880115
3300009503_208,Bacteria,Chloroflexota,Dehalococcoidia,GIF9,UBA5620,Unclassified UBA5620,Unclassified UBA5620,64.27,0.0,42.74669377,23.0394326,20,104.0403404,10,221.447109,4.707741794,K-strategist,0.217991685
3300013136_185,Bacteria,Patescibacteria,Microgenomatia,UBA1400,UBA12108,UBA12108,Unclassified UBA12108,52.81,0.0,24.24721963,9.769934705,31,38.50007008,20,253.7640759,4.695351798,K-strategist,0.29163552
3300005286_35,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Unclassified Terrimicrobiaceae,Unclassified Terrimicrobiaceae,100.0,2.03,51.83236615,11.43840153,16,25.40720463,6,450.20307,4.48992504,K-strategist,0.274972358
3300010267_18,Bacteria,Firmicutes,Clostridia,Tissierellales,Unclassified Tissierellales,Unclassified Tissierellales,Unclassified Tissierellales,97.9,0.79,30.64744544,16.60334039,18,125.3459249,8,132.460153,4.245370711,K-strategist,0.241675645
3300013723_2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina,99.28,0.41,75.44945618,21.47870301,25,81.96028927,15,262.0623134,4.926503882,K-strategist,0.222693001
3300011145_4,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium indicum,100.0,0.0,33.33689594,12.94067485,26,65.87476395,16,196.4435858,4.609314761,K-strategist,0.263072846
3300013131_33,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Unclassified Saprospiraceae,Unclassified Saprospiraceae,92.13,0.5,60.34605219,28.83840499,22,54.73937712,11,526.8310767,5.223035307,K-strategist,0.204119186
3300014748_2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,99.04,1.09,47.23100406,35.8138666,18,93.69387245,9,382.2434238,5.090633744,K-strategist,0.192227202
3300013132_61,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified Crocinitomicaceae,Unclassified Crocinitomicaceae,91.01,3.33,49.23317015,28.59698755,34,1261.460876,21,22.66973801,4.133986082,K-strategist,0.20460867
3300014787_18,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,51-20,51-20 sp001917175,65.23,0.0,43.39641832,8.898317507,24,58.95101787,15,150.9442556,4.304215747,K-strategist,0.30237211
3300011249_2,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Unclassified Saprospiraceae,Unclassified Saprospiraceae,87.08,0.0,45.80640051,22.70389892,16,38.26269371,7,593.3690684,4.974523388,K-strategist,0.218959604
3300000150_5,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-2400775,Unclassified GCA-2400775,Unclassified GCA-2400775,Unclassified GCA-2400775,90.75,3.35,46.13437887,15.24059804,19,36.41710911,9,418.50104,4.75894106,K-strategist,0.248661403
3300012846_12,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Unclassified Sphingobacteriaceae,Unclassified Sphingobacteriaceae,97.11,0.0,39.06146294,16.47208201,34,41.65495663,23,395.4411034,5.175558141,K-strategist,0.242307956
3300014771_17,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,70.18,0.0,48.72412212,19.23673965,14,101.1380422,4,190.2028082,4.165408383,K-strategist,0.230472897
3300010268_9,Bacteria,Firmicutes,Clostridia,Acetivibrionales,Acetivibrionaceae,Unclassified Acetivibrionaceae,Unclassified Acetivibrionaceae,92.62,2.68,31.69325782,13.40293167,16,64.8904002,7,206.5472186,4.287317195,K-strategist,0.259855636
3300007969_3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,86.98,1.86,53.89079429,19.24332124,14,13.75992498,5,1398.504808,5.128913998,K-strategist,0.230447981
3300012182_6,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Gracilimonas,Unclassified Gracilimonas,95.22,1.12,58.76888225,27.50526534,19,452.1956849,10,60.82602345,4.223505264,K-strategist,0.20690412
3300005326_51,Bacteria,Omnitrophota,koll11,UBA1572,UBA1572,UBA9636,Unclassified UBA9636,90.98,3.32,47.02875634,24.92830422,17,78.62851807,7,317.038968,4.742903422,K-strategist,0.212926515
3300014919_3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,91.61,0.13,55.81152448,32.77095373,14,19.07527348,5,1717.980807,5.449477393,K-strategist,0.196939132
3300008161_29,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Unclassified Saccharimonadaceae,Unclassified Saccharimonadaceae,60.83,0.85,53.1531803,42.9804388,33,1007.827946,21,42.6466035,4.585374588,K-strategist,0.183190777
3300014789_12,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,CAG-495,CAG-495 sp000436375,97.85,2.42,25.42338898,12.42330511,18,16.2264092,8,765.62257,4.881341866,K-strategist,0.266903817
3300014789_2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,98.27,0.19,55.05711302,36.59364881,20,766.9812748,10,47.71126755,4.242026671,K-strategist,0.191116265
3300001484_6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002394365,71.22,2.54,44.18730367,37.13951285,21,520.7052492,11,71.32540513,4.464473135,K-strategist,0.190359636
3300007362_12,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,99.25,0.75,53.53752634,16.75384544,24,93.22173547,14,179.7203769,4.624839861,K-strategist,0.240960393
3300014802_7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,82.49,0.13,51.37258646,21.28279966,35,103.2895865,24,206.0498099,5.022212217,K-strategist,0.223321031
3300001419_24,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Unclassified Sulfurovum,65.71,2.19,32.45660629,5.106780984,27,24.37859918,17,209.4780322,4.259734639,K-strategist,0.383081276
3300012942_39,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Unclassified Crocinitomicaceae,Unclassified Crocinitomicaceae,100.0,0.54,48.99208982,15.66114507,15,61.3046662,6,255.4641602,4.380304743,K-strategist,0.246401573
3300014784_9,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Dakarella,Unclassified Dakarella,80.3,0.21,26.02502224,19.06200794,17,85.28237921,7,223.5163713,4.474576024,K-strategist,0.231139368
3300000563_23,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA7960,Unclassified UBA7960,Unclassified UBA7960,95.25,4.84,41.31871698,33.57341492,35,1339.420383,23,25.06562939,4.286801968,K-strategist,0.195633798
3300013736_2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas sp003523545,83.88,0.0,38.68358327,14.20336983,32,273.1599736,21,51.99652657,4.190585023,K-strategist,0.254691466
3300008149_10,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,76.16,0.09,52.0687048,17.05615565,23,110.5367989,13,154.3029636,4.53419877,K-strategist,0.239554303
3300000052_6,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio sp002381805,99.1,0.0,49.91614628,37.84352306,15,625.6130284,6,60.49030526,4.137828587,K-strategist,0.189408211
3300000145_9,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus thermophilus,97.79,3.81,16.61299856,12.81208753,29,143.4673657,18,89.30314898,4.313759175,K-strategist,0.264001346
3300014208_88,Bacteria,Patescibacteria,Microgenomatia,UBA1406,UBA1406,Unclassified UBA1406,Unclassified UBA1406,74.84,0.0,49.76659632,4.272164411,36,10.3109956,23,414.3309315,4.60972315,K-strategist,0.416945436
3300013131_62,Bacteria,Bacteroidota,Bacteroidia,AKYH767,Palsa-965,GCA-2737665,Unclassified GCA-2737665,72.72,1.71,44.59711279,16.14285795,32,26.59681296,22,606.9470796,5.333553932,K-strategist,0.24393006
3300009381_20,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas somerae,84.56,0.31,25.01847067,15.35941913,18,65.11990702,9,235.8636527,4.513278321,K-strategist,0.248012821
3300011213_7,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium sp001423965,99.34,0.55,48.10186628,15.28279468,19,28.55879121,8,535.1345078,4.815755723,K-strategist,0.248430143
3300012886_38,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,Unclassified UBA9959,Unclassified UBA9959,93.07,0.1,73.60533364,16.42421406,35,29.31505613,23,560.2654822,5.325606299,K-strategist,0.242540563
3300013125_11,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Unclassified Desulfomonilaceae,Unclassified Desulfomonilaceae,97.1,3.06,45.33698528,21.82623273,34,265.6629377,22,82.15761266,4.596049274,K-strategist,0.221600712
3300012857_7,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas vesicularis,82.14,0.0,32.82400489,19.63839676,31,532.5940458,21,36.87310611,4.182035048,K-strategist,0.228976573
3300012178_15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Unclassified Halomonas,74.69,1.16,55.79190197,23.83835569,36,53.22661396,26,447.8653424,5.4433971,K-strategist,0.215773111
3300012805_5,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unclassified Pedobacter,96.97,0.03,49.56254546,21.95088919,25,158.1925341,16,138.7605889,4.687838234,K-strategist,0.221215537
3300014492_10,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Palsa-504,Unclassified Palsa-504,82.89,2.85,42.90227188,7.760268075,30,69.8452266,19,111.1066347,4.214370318,K-strategist,0.319389326
3300015360_65,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Unclassified Chitinophagales,Unclassified Chitinophagales,Unclassified Chitinophagales,79.15,0.49,55.96779747,18.53705637,21,110.4260125,12,167.868566,4.572191397,K-strategist,0.233201276
3300017426_43,Bacteria,Eremiobacterota,Eremiobacteria,Eremiobacterales,Eremiobacteraceae,Unclassified Eremiobacteraceae,Unclassified Eremiobacteraceae,59.17,0.93,38.87594098,19.66610706,35,39.31361708,24,500.2365217,5.373105037,K-strategist,0.228875127
3300017473_10,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,vadinHA17,Unclassified vadinHA17,Unclassified vadinHA17,83.33,1.43,53.64772416,36.07964406,31,2006.985946,20,17.97702876,4.113010153,K-strategist,0.19184448
3300017449_3,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA8522,Unclassified UBA8522,Unclassified UBA8522,80.96,2.56,30.04557975,16.81138357,31,356.8459801,22,47.11103533,4.241148787,K-strategist,0.240689662
3300015189_4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Unclassified Ferruginibacter,85.63,3.69,64.82289607,23.79133477,19,161.5700676,10,147.2508808,4.544476709,K-strategist,0.215900463
3300020055_40,Bacteria,Actinobacteriota,Thermoleophilia,Ga0077560,Ga0077560,Unclassified Ga0077560,Unclassified Ga0077560,63.65,0.86,28.60352862,21.69781326,31,27.62960314,21,785.3103479,5.553676582,K-strategist,0.222001138
3300019135_4,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Unclassified Pyrinomonadaceae,Unclassified Pyrinomonadaceae,93.95,4.27,74.86354694,18.79144253,26,416.1105084,16,45.15974038,4.132831539,K-strategist,0.232190692
3300020182_25,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA1994,UBA1994 sp002335865,77.72,0.0,62.88554499,43.45834279,15,508.0722989,5,85.53574537,4.26919081,K-strategist,0.182669012
3300013502_22,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UBA2017,UBA2017 sp002335425,55.03,0.93,40.96238657,17.04003796,15,104.3272111,6,163.3326319,4.222694769,K-strategist,0.239628262
3300014964_38,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Unclassified Muribaculaceae,Unclassified Muribaculaceae,76.19,0.88,55.36089574,28.5842772,29,11.3204414,17,2525.014369,6.08883999,K-strategist,0.204634616
3300017986_36,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,Cycloclasticus sp002700385,71.95,1.87,68.51746891,55.14238541,29,1751.720517,17,31.47898586,4.469955203,K-strategist,0.172086874
3300020179_51,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,Unclassified UBA952,96.67,2.16,68.25776852,18.02566467,36,15.96783464,25,1128.873456,5.706476558,K-strategist,0.235301041
3300012182_17,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Unclassified Balneolaceae,Unclassified Balneolaceae,59.47,0.07,41.66293418,15.32402775,24,120.7964069,14,126.8583076,4.434819879,K-strategist,0.248205156
3300017431_18,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,Unclassified Promineofilaceae,Unclassified Promineofilaceae,66.14,0.0,36.90348314,11.04818917,16,47.60684377,5,232.0714481,4.107882818,K-strategist,0.278493784
3300020051_20,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,Unclassified Porticoccus,98.89,2.1,44.41692562,26.72834714,14,148.8200843,5,179.6017471,4.380252664,K-strategist,0.208624986
3300020291_3,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA2156,UBA2156,UBA2156 sp002328165,83.06,1.96,33.30623623,14.30410344,29,14.42651023,19,991.5151486,5.430513597,K-strategist,0.254074941
3300017452_48,Bacteria,Patescibacteria,Kazan-3B-28,Unclassified Kazan-3B-28,Unclassified Kazan-3B-28,Unclassified Kazan-3B-28,Unclassified Kazan-3B-28,65.59,0.0,33.27963101,9.008694453,21,57.12744777,10,157.6946775,4.152478892,K-strategist,0.30091642
3300020356_8,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,GCA-2718595,GCA-2718595 sp002718595,64.04,1.3,32.23221973,12.12573593,20,75.75492867,9,160.0653072,4.242247828,K-strategist,0.26922782
3300020185_35,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA4588,UBA4588 sp002387605,96.89,1.53,49.69737467,40.20840351,27,220.0817636,17,182.6975704,5.096498523,K-strategist,0.186397922
3300007793_18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sutterella,Sutterella wadsworthensis,91.93,0.0,34.76878504,22.31649248,20,86.04776227,10,259.350062,4.762512293,K-strategist,0.220105353
3300018892_3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Unclassified Cytophagales,Unclassified Cytophagales,Unclassified Cytophagales,96.55,3.92,57.80026992,12.33379717,19,59.08444143,9,208.7486464,4.36496298,K-strategist,0.267593197
3300020426_3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia profunda,96.2,2.85,46.78687081,17.87583624,27,71.49290489,18,250.0365073,4.905542296,K-strategist,0.235934268
3300020180_34,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,Unclassified FEB-12,Unclassified FEB-12,80.48,1.1,47.9194145,14.2918863,23,126.3485151,15,113.1147943,4.384700222,K-strategist,0.254149339
3300005081_4,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Fusibacteraceae,Unclassified Fusibacteraceae,Unclassified Fusibacteraceae,96.45,1.42,34.73308278,10.55785912,16,35.63784139,5,296.2541699,4.194210339,K-strategist,0.283221749
3300018004_25,Bacteria,Patescibacteria,UBA1384,UBA12157,UBA12157,Unclassified UBA12157,Unclassified UBA12157,60.08,1.72,34.35520013,27.67785725,13,222.0952989,4,124.6215358,4.139785556,K-strategist,0.206531973
3300015207_39,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Unclassified Muribaculaceae,Unclassified Muribaculaceae,58.52,0.0,29.99270173,23.67122258,15,277.345532,6,85.34921188,4.083571455,K-strategist,0.216227563
3300007924_25,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Unclassified Leptotrichia,57.95,1.14,34.30938251,11.5841262,34,44.35342618,22,261.1777082,4.823222068,K-strategist,0.273707658
3300007994_7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,F0040,F0040 sp900095835,62.53,0.74,31.12076281,8.761610928,34,19.09510756,23,458.8406166,4.965973655,K-strategist,0.304217743
3300020473_39,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,MedAcidi-G1,MedAcidi-G1,MedAcidi-G1 sp003214465,64.08,0.43,47.50463133,31.65122488,14,12.08325691,4,2619.428281,5.520657025,K-strategist,0.198844111
3300018430_99,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA3818,Unclassified UBA3818,68.45,0.0,33.84824386,17.36209728,13,50.87296303,3,341.2833899,4.249838592,K-strategist,0.238171286
3300020469_12,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002420315,96.43,3.74,47.79247056,15.84463951,28,135.2698242,17,117.1335855,4.499012721,K-strategist,0.245445896
3300018427_64,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Unclassified Marinifilaceae,Unclassified Marinifilaceae,82.8,1.34,33.8135134,20.29469143,18,10.056491,7,2018.068871,5.457416476,K-strategist,0.226632905
3300018475_171,Bacteria,Firmicutes,Clostridia,Oscillospirales,CAG-272,Firm-07,Unclassified Firm-07,59.64,1.72,48.70156175,13.02245357,20,50.77618242,11,256.4677561,4.565118275,K-strategist,0.26249014
3300020295_13,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Unclassified Arctic96AD-7,55.95,0.0,34.82551615,15.28695701,31,209.4630259,22,72.9816489,4.389957396,K-strategist,0.248407387
3300012956_129,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,SZUA-47,Unclassified SZUA-47,Unclassified SZUA-47,56.48,1.12,32.05111563,19.45603712,19,246.2453351,8,79.01078456,4.089830747,K-strategist,0.229649876
3300020204_46,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,UBA1315,Unclassified UBA1315,87.57,1.4,41.64853941,27.77299344,13,5.622947893,4,4939.222979,5.739341316,K-strategist,0.206328363
3300002168_38,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,DTU018,DTU018 sp002305535,71.22,3.27,34.79587981,16.59896353,13,41.60894782,2,398.9277404,4.122005204,K-strategist,0.2416966
3300011534_1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,99.45,1.37,47.28509361,10.30740899,13,39.8753919,5,258.4904749,4.124564058,K-strategist,0.285779894
3300020595_24,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002390485,79.43,0.0,51.16765833,15.28865733,16,53.27569894,7,286.9724402,4.487307577,K-strategist,0.248398094
