mag,GTDB-tk_domain,GTDB-tk_phylum,GTDB-tk_class,GTDB-tk_order,GTDB-tk_family,GTDB-tk_genus,GTDB-tk_species,CHECKM_completeness,CHECKM_contamination,max.growth,max.growth.minmedia,minmedia.n.mets,C.total,num.minmedia.C.mets,growth.yield,rk.index,rk.strategy,doubling.time.minmedia
3300002174_28,Bacteria,Firmicutes,Clostridia,Tissierellales,Sedimentibacteraceae,Sedimentibacter,Unclassified Sedimentibacter,81.03,1.72,34.02709743,0.546585637,12,6002.860302,3,0.091054199,-0.825920551,r-strategist,1.58960596
3300010265_6,Bacteria,Firmicutes,Clostridia,Acetivibrionales,Acetivibrionaceae,Ruminiclostridium,Ruminiclostridium sp001512505,99.33,0.89,25.02153579,0.523766509,16,2512.042518,6,0.208502247,-0.183600286,r-strategist,1.645706263
3300011990_25,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella pleuritidis,84.26,1.7,18.79928218,0.340301173,13,5005.99939,4,0.067978669,-1.033703908,r-strategist,2.366543406
3300000257_4,Bacteria,Proteobacteria,Gammaproteobacteria,UBA5859,Unclassified UBA5859,Unclassified UBA5859,Unclassified UBA5859,94.51,2.79,24.61016336,0.116948798,14,23135.03941,4,0.005055051,-2.626218729,r-strategist,6.267115001
3300000032_23,Bacteria,Desulfuromonadota,Desulfuromonadia,Geobacterales,Pelobacteraceae,Pelobacter,Pelobacter sp002382705,94.84,2.62,38.45294314,0.804889835,12,5112.161305,4,0.157446095,-0.295071673,r-strategist,1.17383184
3300010341_16,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,RBG-16-67-19,Unclassified RBG-16-67-19,Unclassified RBG-16-67-19,77.45,4.27,49.25477687,0.763495877,15,8905.698552,4,0.085731161,-0.581994608,r-strategist,1.221839348
3300011743_2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,92.31,2.61,46.92025171,0.650430092,17,10976.49284,8,0.059256641,-0.51097236,r-strategist,1.383428131
3300012014_13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,UBA10450,UBA10450,UBA10450 sp003445855,81.23,1.35,82.59564931,0.329494421,13,2637.462369,3,0.124928577,-0.908368887,r-strategist,2.433814111
3300010270_48,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,XBB2008,Unclassified XBB2008,64.89,0.48,27.65936798,0.445928981,17,3635.651757,7,0.122654482,-0.416952841,r-strategist,1.879710929
3300002168_16,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Herbinix,Unclassified Herbinix,93.4,2.52,62.55921047,0.923114179,14,7951.792887,5,0.116088811,-0.270984212,r-strategist,1.059945851
3300013649_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,99.42,2.99,33.35266064,0.862731992,12,5801.447066,1,0.148709793,-0.891784528,r-strategist,1.11430531
3300000062_7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Unclassified Dysgonomonadaceae,Unclassified Dysgonomonadaceae,92.35,3.28,41.66602034,0.217887972,17,3030.717151,7,0.071893206,-0.959980853,r-strategist,3.516403977
3300013947_5,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema,Treponema sp002437725,94.76,1.4,21.68561921,0.456363085,13,5108.295933,3,0.089337636,-0.91253378,r-strategist,1.843759531
3300011548_1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,97.19,0.33,98.24259632,0.566435952,11,6000.0,1,0.094405992,-1.27184963,r-strategist,1.544435458
3300007519_80,Bacteria,Actinobacteriota,Actinobacteria,Nanopelagicales,S36-B12,UBA4592,Unclassified UBA4592,87.01,2.96,37.13567126,0.290946918,26,6079.412212,17,0.047857738,-0.625785148,r-strategist,2.714222153
3300007105_14,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus,Ruminococcus bromii,97.32,1.01,34.14128339,0.707236395,14,4835.333358,5,0.146264248,-0.286327212,r-strategist,1.295902759
3300014206_66,Bacteria,Firmicutes,Clostridia,Saccharofermentanales,UBA5734,Unclassified UBA5734,Unclassified UBA5734,82.98,1.51,60.8863305,3.055802524,13,28004.91882,2,0.109116636,-0.175953752,r-strategist,0.495052591
3300013182_5,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,90.58,0.15,42.97961223,0.323027799,19,1665.004152,9,0.194010206,-0.248693014,r-strategist,2.476207512
3300014060_26,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,UBA5619,UBA5619,UBA5619 sp001873745,86.34,2.19,19.80234738,0.560421727,16,2832.226062,7,0.197873233,-0.109999946,r-strategist,1.557787712
3300013103_45,Bacteria,KSB1,UBA2214,JdFR-76,4484-219,4484-219,4484-219 sp002085035,74.18,1.2,18.52089968,0.280526679,15,2003.801471,5,0.139997242,-0.706936346,r-strategist,2.803183096
3300002174_45,Bacteria,Firmicutes,Clostridia,4C28d-15,DTU072,Unclassified DTU072,Unclassified DTU072,80.31,4.33,27.28537602,0.652610149,22,8328.856558,13,0.078355311,-0.177334384,r-strategist,1.379792925
3300003375_5,Bacteria,Actinobacteriota,Actinobacteria,Nanopelagicales,Nanopelagicaceae,PALSA-747,Unclassified PALSA-747,89.92,0.0,42.36480679,0.323036277,20,2008.829428,9,0.160808216,-0.330197959,r-strategist,2.476150828
3300012886_21,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,Unclassified Anaerovoracaceae,Unclassified Anaerovoracaceae,97.52,0.71,26.68982125,1.029136497,14,5627.184883,4,0.182886562,-0.123285233,r-strategist,0.979560571
3300010372_12,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Flexistipitaceae,Flexistipes,Unclassified Flexistipes,91.38,1.72,29.25644044,0.154104611,19,6660.91116,9,0.023135665,-1.493659862,r-strategist,4.836197973
3300014292_4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella salivae,62.23,0.0,51.69591409,0.261632475,18,7725.630835,8,0.033865516,-1.149460665,r-strategist,2.982477632
3300012042_10,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,QHCE01,QHCE01,Unclassified QHCE01,72.49,0.34,21.09928304,0.398833296,20,4003.189869,11,0.099628873,-0.359430689,r-strategist,2.065159749
3300013934_2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,98.21,0.04,82.33269131,0.562471594,24,6943.799354,14,0.081003434,-0.195267938,r-strategist,1.553205131
3300013128_21,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,Aminicenantaceae,Unclassified Aminicenantaceae,Unclassified Aminicenantaceae,69.68,2.14,29.1767197,0.529921218,14,8584.461258,5,0.061730282,-0.786320423,r-strategist,1.630105135
3300002039_7,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NIC37A-2,Unclassified NIC37A-2,85.44,4.52,38.31407691,0.538989157,23,7116.21183,11,0.075741022,-0.347696125,r-strategist,1.60776081
3300011595_1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,99.59,3.68,52.06385846,0.52360878,15,3003.896312,6,0.174309871,-0.261519847,r-strategist,1.646110839
3300005287_15,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium,Unclassified Eubacterium,91.31,0.0,36.36975727,0.859706479,17,8998.570837,9,0.095538113,-0.131230631,r-strategist,1.117224893
3300010286_22,Bacteria,Firmicutes,UBA4882,UBA8346,UBA8346,Unclassified UBA8346,Unclassified UBA8346,83.32,2.12,36.86556738,0.533433884,21,14761.1503,11,0.036137691,-0.673566319,r-strategist,1.621360545
3300011013_16,Bacteria,Binatota,Binatia,UBA1149,UBA1149,UBA1149,Unclassified UBA1149,68.91,0.84,31.64444569,0.258671656,19,3762.948348,7,0.06874175,-0.904932531,r-strategist,3.012937712
3300014544_4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,74.14,4.6,33.14430734,1.168164985,16,8001.242741,4,0.145997943,-0.166089086,r-strategist,0.895676491
3300006748_14,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella nanceiensis,58.61,0.84,48.00521644,1.044502574,13,9123.561252,3,0.114484086,-0.445224108,r-strategist,0.969227155
3300014536_5,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,88.72,1.7,28.91121269,0.885133393,18,17230.12063,9,0.051371282,-0.388028358,r-strategist,1.093294525
3300010265_20,Bacteria,Firmicutes,Mahellia,Mahellales,Mahellaceae,Mahella,Unclassified Mahella,97.98,0.4,41.98997885,0.925729581,13,3704.118581,2,0.249918992,-0.334686603,r-strategist,1.057747594
3300011517_3,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp003248965,92.32,4.18,33.51018915,1.634886611,12,6608.573406,2,0.247388734,-0.092102448,r-strategist,0.71544019
3300006912_6,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiosymbion,Unclassified Thiosymbion,86.33,1.21,26.21487607,0.594709531,16,3005.256298,6,0.197889788,-0.151120468,r-strategist,1.48523601
3300014551_4,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,99.03,0.48,81.88651841,0.733548388,16,5581.983411,6,0.131413574,-0.237779757,r-strategist,1.25987727
3300014546_7,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus,Ruminococcus bromii,98.66,1.01,19.51478162,0.255138236,13,1778.894663,3,0.143425151,-0.959477881,r-strategist,3.050210131
3300010269_6,Bacteria,Firmicutes,Clostridia,Acetivibrionales,Acetivibrionaceae,Ruminiclostridium,Ruminiclostridium sp001512505,99.33,0.22,27.42445831,0.339922785,19,7590.627154,10,0.04478191,-0.817517107,r-strategist,2.368826999
3300014551_7,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp000437735,97.72,0.0,22.78784067,0.37319631,31,9609.513331,21,0.03883613,-0.516607417,r-strategist,2.185611359
3300014551_8,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger formicilis,93.2,1.36,46.37687486,0.156271472,13,10644.0278,3,0.014681611,-2.162225337,r-strategist,4.77372183
3300011002_12,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema,Unclassified Treponema,83.28,3.88,34.77289338,0.364725913,15,7670.472141,6,0.047549343,-0.982737606,r-strategist,2.229101556
3300011201_2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,99.4,0.86,82.33269131,0.55960892,16,6628.380334,5,0.084426193,-0.626668159,r-strategist,1.559613956
3300010273_3,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Unclassified Bryobacteraceae,Unclassified Bryobacteraceae,98.25,0.88,28.11366663,1.057166277,11,6000.039212,2,0.176193228,-0.428837491,r-strategist,0.960930111
3300011772_4,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium indicum,98.68,0.0,33.3340039,0.269874502,13,6005.453979,3,0.044938235,-1.43910088,r-strategist,2.901191843
3300014565_4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,90.64,2.97,38.45357443,0.218042927,13,5242.239615,3,0.041593468,-1.565311608,r-strategist,3.514135883
3300013129_11,Bacteria,Planctomycetota,Phycisphaerae,SM23-33,SM23-33,Unclassified SM23-33,Unclassified SM23-33,65.17,0.0,30.86806461,0.760248415,19,8122.383998,10,0.093599172,-0.147772471,r-strategist,1.225822124
3300009767_54,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Unclassified Paludibacteraceae,Unclassified Paludibacteraceae,93.55,0.0,16.84830798,0.261730304,13,6000.388064,3,0.043618896,-1.465350064,r-strategist,2.981482909
3300009826_49,Bacteria,Firmicutes,Clostridia,Lachnospirales,UBA5962,Unclassified UBA5962,Unclassified UBA5962,84.48,2.24,40.8857731,0.904850823,11,6276.05162,3,0.144175172,-0.407411281,r-strategist,1.075641222
3300005274_7,Bacteria,Firmicutes,Bacilli,Paenibacillales,Reconcilibacillaceae,Reconcilibacillus,Reconcilibacillus cellulovorans,90.72,1.36,38.8116698,0.171704176,14,6673.661473,6,0.025728631,-1.576651205,r-strategist,4.374292951
3300010262_20,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Unclassified Lachnospiraceae,Unclassified Lachnospiraceae,92.22,0.79,31.68406911,0.767428919,21,10125.51164,11,0.075791619,-0.19394797,r-strategist,1.217059975
3300005081_9,Bacteria,Thermotogota,Thermotogae,UBA12178,UBA12178,UBA12178,Unclassified UBA12178,96.49,0.69,46.22422306,0.541437578,18,4004.226193,8,0.135216532,-0.232331827,r-strategist,1.601854391
3300000115_11,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,Unclassified Colwellia,60.02,0.39,7.087272364,0.252708191,13,4533.889585,4,0.055737615,-1.249172311,r-strategist,3.076446098
3300012940_80,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unclassified Sphingomonas,63.2,0.0,52.76301037,0.256357429,25,6436.84524,16,0.039826564,-0.786861271,r-strategist,3.037233781
3300011242_7,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,Unclassified Oscillibacter,56.37,0.0,19.20769103,0.633166882,19,4655.768439,9,0.135996214,-0.11071248,r-strategist,1.413083593
3300010158_34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans,Unclassified Limnohabitans,59.18,0.76,38.23509343,0.591921633,14,4294.373441,5,0.137836553,-0.389401379,r-strategist,1.490825496
3300005082_10,Bacteria,Thermotogota,Thermotogae,UBA12178,UBA12178,UBA12178,Unclassified UBA12178,100.0,0.53,51.05390975,0.531685061,13,5906.819167,3,0.090012077,-0.842923505,r-strategist,1.62569988
3300008096_21,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotellamassilia,Unclassified Prevotellamassilia,93.32,1.12,52.40555701,0.143242042,32,9371.172358,21,0.015285392,-1.337433622,r-strategist,5.177835958
3300013885_2,Bacteria,Firmicutes,Syntrophomonadia,Thermacetogeniales,Palsa-1188,Unclassified Palsa-1188,Unclassified Palsa-1188,97.73,3.16,61.59156294,0.209532038,23,4839.162763,13,0.043299233,-0.928326005,r-strategist,3.643664435
3300014018_2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,99.4,1.76,71.91157982,0.402284752,20,4567.332075,9,0.088078718,-0.496352937,r-strategist,2.050107343
3300009767_57,Bacteria,Firmicutes,Bacilli,ML615J-28,CAG-313,UBA1427,UBA1427 sp002329485,94.56,0.0,23.4272236,0.107646262,19,4309.250501,9,0.024980275,-1.616161321,r-strategist,6.779788969
3300014771_4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,94.05,0.0,30.24051171,0.262555195,24,6547.854878,15,0.040097895,-0.801566554,r-strategist,2.973124799
3300007184_27,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus,Ruminococcus bromii,71.81,1.01,50.91646258,0.135699329,24,3559.226767,15,0.03812607,-1.110109,r-strategist,5.447188621
3300014781_8,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,91.36,2.49,18.74378891,2.56714981,17,43563.12292,5,0.058929426,-0.121246575,r-strategist,0.545026906
3300014537_14,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister invisus,59.26,0.63,19.57082495,0.151566799,17,2686.868309,7,0.056410207,-1.222940185,r-strategist,4.9116372
3300011675_1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,99.22,0.14,45.99273399,0.514236742,14,10003.35103,5,0.051406448,-0.878849298,r-strategist,1.670590383
3300007501_12,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Parasutterella,Parasutterella excrementihominis,99.37,0.74,56.33845793,0.734716679,19,37343.43041,8,0.01967459,-0.936884426,r-strategist,1.258336392
3300010294_6,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,SG8-13,Unclassified SG8-13,69.3,0.04,35.78005684,0.547901814,13,3505.404574,4,0.156302019,-0.465272681,r-strategist,1.586510946
3300008734_38,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter showae,64.2,1.62,17.24482114,0.42351535,15,6009.889716,5,0.070469737,-0.826158187,r-strategist,1.962870151
3300002167_28,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,DTU027,DTU027 sp002385745,67.58,0.85,16.48867635,0.617021699,12,1005.441796,2,0.613682166,-0.120726065,r-strategist,1.442295825
3300012889_15,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Unclassified Lachnospiraceae,Unclassified Lachnospiraceae,77.85,2.53,28.12001655,0.865746255,14,3009.322593,3,0.287688085,-0.126566248,r-strategist,1.111416392
3300012847_11,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Unclassified Sphingobacteriaceae,Unclassified Sphingobacteriaceae,93.18,0.0,55.18641116,0.24587649,25,3805.117253,15,0.064617323,-0.622842775,r-strategist,3.152972245
3300006564_30,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,F0428,F0428 sp003043955,51.59,0.0,22.0117384,0.340373131,31,6456.759708,19,0.052715781,-0.467350485,r-strategist,2.36610971
3300014886_12,Bacteria,KSB1,UBA2214,JdFR-76,4484-219,4484-219,4484-219 sp002085035,70.62,3.4,30.96566216,0.269370679,21,10321.76033,11,0.026097358,-1.111660445,r-strategist,2.906018577
3300010276_30,Bacteria,Firmicutes,Clostridia,Acetivibrionales,Ruminiclostridiaceae,DTU059,Unclassified DTU059,67.85,0.35,16.41107987,1.055568816,12,4049.119956,3,0.260690922,-0.083266285,r-strategist,0.961966101
3300007348_11,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Unclassified Weeksellaceae,Unclassified Weeksellaceae,84.95,3.23,33.08009692,0.526342652,18,5622.532261,10,0.093613096,-0.307394827,r-strategist,1.639132324
3300011814_1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas kunmingensis,93.82,3.48,48.71315751,0.1012629,34,3011.044591,22,0.033630488,-1.125393787,r-strategist,7.186028833
3300010882_38,Bacteria,Spirochaetota,Spirochaetia,Unclassified Spirochaetia,Unclassified Spirochaetia,Unclassified Spirochaetia,Unclassified Spirochaetia,68.71,1.6,27.81796619,0.14702316,15,3008.686071,5,0.048866235,-1.444635368,r-strategist,5.053196997
3300007971_1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,F0040,Unclassified F0040,66.26,1.82,45.27003371,0.3090335,19,25909.05816,10,0.011927624,-1.433440505,r-strategist,2.573989202
3300008129_16,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Parasutterella,Parasutterella sp000980495,92.99,1.9,32.04978794,0.641255084,13,4958.01237,3,0.129337129,-0.604124708,r-strategist,1.398993742
